gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,pointsOffTurnovers,pointsSecondChance,pointsFastBreak,pointsPaint,oppPointsOffTurnovers,oppPointsSecondChance,oppPointsFastBreak,oppPointsPaint,blocks,blocksAgainst,foulsPersonal,foulsDrawn
0022500163,1610612757,Portland,Trail Blazers,POR,blazers,240:00,28,26,20,64,25,18,8,64,3,5,18,22
0022500163,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,25,18,8,64,28,26,20,64,5,3,22,18
0022500128,1610612738,Boston,Celtics,BOS,celtics,240:00,19,23,13,34,14,20,19,28,3,4,19,22
0022500128,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,14,20,19,28,19,23,13,34,4,3,22,19
0022500098,1610612758,Sacramento,Kings,SAC,kings,240:00,15,9,6,36,21,12,15,48,4,1,18,16
0022500098,1610612762,Utah,Jazz,UTA,jazz,240:00,21,12,15,48,15,9,6,36,1,4,16,18
0022500189,1610612743,Denver,Nuggets,DEN,nuggets,240:00,17,19,16,72,16,11,7,42,2,6,25,23
0022500189,1610612754,Indiana,Pacers,IND,pacers,240:00,16,11,7,42,17,19,16,72,6,2,23,25
0022500130,1610612751,Brooklyn,Nets,BKN,nets,240:00,7,13,5,46,27,15,18,50,4,8,17,26
0022500130,1610612737,Atlanta,Hawks,ATL,hawks,240:00,27,15,18,50,7,13,5,46,8,4,26,17
0022500178,1610612743,Denver,Nuggets,DEN,nuggets,240:00,13,22,14,62,22,8,18,42,4,4,16,20
0022500178,1610612748,Miami,Heat,MIA,heat,240:00,22,8,18,42,13,22,14,62,4,4,20,16
0022500150,1610612766,Charlotte,Hornets,CHA,hornets,240:00,10,13,7,50,16,16,14,54,6,3,25,24
0022500150,1610612762,Utah,Jazz,UTA,jazz,240:00,16,16,14,54,10,13,7,50,3,6,24,25
0022500174,1610612738,Boston,Celtics,BOS,celtics,240:00,30,19,8,52,3,20,8,52,3,5,24,18
0022500174,1610612764,Washington,Wizards,WAS,wizards,240:00,3,20,8,52,30,19,8,52,5,3,18,24
0022500127,1610612744,Golden State,Warriors,GSW,warriors,240:00,14,12,17,42,8,19,9,42,3,2,15,5
0022500127,1610612746,LA,Clippers,LAC,clippers,240:00,8,19,9,42,14,12,17,42,2,3,5,15
0022500155,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,19,14,19,60,16,16,20,66,2,3,26,20
0022500155,1610612748,Miami,Heat,MIA,heat,240:00,16,16,20,66,19,14,19,60,3,2,20,26
0022500135,1610612762,Utah,Jazz,UTA,jazz,240:00,29,24,15,50,27,17,25,48,7,5,24,33
0022500135,1610612757,Portland,Trail Blazers,POR,blazers,240:00,27,17,25,48,29,24,15,50,5,7,33,24
0022500007,1610612765,Detroit,Pistons,DET,pistons,240:00,15,13,10,42,25,14,19,54,4,4,29,25
0022500007,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,25,14,19,54,15,13,10,42,4,4,25,29
0022500162,1610612743,Denver,Nuggets,DEN,nuggets,240:00,11,17,9,54,9,14,15,56,5,1,18,24
0022500162,1610612758,Sacramento,Kings,SAC,kings,240:00,9,14,15,56,11,17,9,54,1,5,24,18
0022500103,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,12,19,19,56,5,10,17,36,4,5,22,21
0022500103,1610612754,Indiana,Pacers,IND,pacers,240:00,5,10,17,36,12,19,19,56,5,4,21,22
0022500032,1610612759,San Antonio,Spurs,SAS,spurs,240:00,33,33,11,38,29,21,11,46,4,4,19,24
0022500032,1610612745,Houston,Rockets,HOU,rockets,240:00,29,21,11,46,33,33,11,38,4,4,24,19
0022500102,1610612755,Philadelphia,76ers,PHI,sixers,240:00,23,15,18,40,13,16,14,48,5,3,25,26
0022500102,1610612766,Charlotte,Hornets,CHA,hornets,240:00,13,16,14,48,23,15,18,40,3,5,26,25
0022500124,1610612748,Miami,Heat,MIA,heat,240:00,26,13,14,58,7,19,9,44,2,3,16,18
0022500124,1610612766,Charlotte,Hornets,CHA,hornets,240:00,7,19,9,44,26,13,14,58,3,2,18,16
0022500027,1610612746,LA,Clippers,LAC,clippers,240:00,23,10,20,56,17,21,15,44,6,4,19,18
0022500027,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,17,21,15,44,23,10,20,56,4,6,18,19
0022500144,1610612754,Indiana,Pacers,IND,pacers,240:00,17,15,11,56,16,13,13,44,3,4,19,27
0022500144,1610612744,Golden State,Warriors,GSW,warriors,240:00,16,13,13,44,17,15,11,56,4,3,27,19
0022500180,1610612757,Portland,Trail Blazers,POR,blazers,240:00,25,4,12,32,23,7,17,40,6,5,24,27
0022500180,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,23,7,17,40,25,4,12,32,5,6,27,24
0022500034,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,17,11,12,48,18,14,17,54,1,6,20,20
0022500034,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,18,14,17,54,17,11,12,48,6,1,20,20
0022500104,1610612743,Denver,Nuggets,DEN,nuggets,240:00,28,16,28,62,19,14,11,34,1,4,23,29
0022500104,1610612756,Phoenix,Suns,PHX,suns,240:00,19,14,11,34,28,16,28,62,4,1,29,23
0022500109,1610612764,Washington,Wizards,WAS,wizards,240:00,16,11,18,46,23,17,17,62,4,4,27,16
0022500109,1610612766,Charlotte,Hornets,CHA,hornets,240:00,23,17,17,62,16,11,18,46,4,4,16,27
0022500143,1610612766,Charlotte,Hornets,CHA,hornets,240:00,8,8,9,36,20,4,15,56,4,2,16,22
0022500143,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,20,4,15,56,8,8,9,36,2,4,22,16
0022500134,1610612743,Denver,Nuggets,DEN,nuggets,240:00,12,11,21,62,19,12,11,44,4,3,23,15
0022500134,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,19,12,11,44,12,11,21,62,3,4,15,23
0022500100,1610612753,Orlando,Magic,ORL,magic,240:00,13,29,10,58,24,13,22,54,5,2,25,26
0022500100,1610612741,Chicago,Bulls,CHI,bulls,240:00,24,13,22,54,13,29,10,58,2,5,26,25
0022500202,1610612741,Chicago,Bulls,CHI,bulls,240:00,9,9,14,44,19,11,18,58,4,7,20,17
0022500202,1610612759,San Antonio,Spurs,SAS,spurs,240:00,19,11,18,58,9,9,14,44,7,4,17,20
0022500204,1610612756,Phoenix,Suns,PHX,suns,240:00,29,23,9,32,16,15,18,48,7,3,18,23
0022500204,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,16,15,18,48,29,23,9,32,3,7,23,18
0022500198,1610612766,Charlotte,Hornets,CHA,hornets,240:00,22,15,9,34,31,22,14,46,6,2,25,22
0022500198,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,31,22,14,46,22,15,9,34,2,6,22,25
0022500199,1610612765,Detroit,Pistons,DET,pistons,265:00,27,25,21,54,14,15,22,58,5,6,18,28
0022500199,1610612764,Washington,Wizards,WAS,wizards,265:00,14,15,22,58,27,25,21,54,6,5,28,18
0022500203,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,26,19,31,52,23,20,6,52,8,6,22,26
0022500203,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,23,20,6,52,26,19,31,52,6,8,26,22
0022500201,1610612748,Miami,Heat,MIA,heat,265:00,13,20,23,66,20,29,11,50,6,4,27,27
0022500201,1610612739,Cleveland,Cavaliers,CLE,cavaliers,265:00,20,29,11,50,13,20,23,66,4,6,27,27
0022500206,1610612746,LA,Clippers,LAC,clippers,240:00,19,13,4,42,20,20,20,44,9,8,14,22
0022500206,1610612737,Atlanta,Hawks,ATL,hawks,240:00,20,20,20,44,19,13,4,42,8,9,22,14
0022500205,1610612762,Utah,Jazz,UTA,jazz,240:00,12,22,14,36,16,7,13,54,5,5,24,21
0022500205,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,16,7,13,54,12,22,14,36,5,5,21,24
0022500200,1610612753,Orlando,Magic,ORL,magic,240:00,16,12,13,46,12,13,11,50,7,3,23,24
0022500200,1610612757,Portland,Trail Blazers,POR,blazers,240:00,12,13,11,50,16,12,13,46,3,7,24,23
0022500207,1610612751,Brooklyn,Nets,BKN,nets,240:00,13,14,4,36,17,14,13,68,5,4,20,23
0022500207,1610612761,Toronto,Raptors,TOR,raptors,240:00,17,14,13,68,13,14,4,36,4,5,23,20
0022500212,1610612758,Sacramento,Kings,SAC,kings,240:00,16,13,18,50,12,23,11,52,3,2,23,19
0022500212,1610612743,Denver,Nuggets,DEN,nuggets,240:00,12,23,11,52,16,13,18,50,2,3,19,23
0022500209,1610612755,Philadelphia,76ers,PHI,sixers,240:00,8,8,16,40,15,12,10,30,6,6,22,17
0022500209,1610612738,Boston,Celtics,BOS,celtics,240:00,15,12,10,30,8,8,16,40,6,6,17,22
0022500211,1610612762,Utah,Jazz,UTA,jazz,240:00,16,23,20,60,25,26,13,58,3,6,27,26
0022500211,1610612754,Indiana,Pacers,IND,pacers,240:00,25,26,13,58,16,23,20,60,6,3,26,27
0022500210,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,27,16,14,46,23,9,17,38,4,4,21,28
0022500210,1610612744,Golden State,Warriors,GSW,warriors,240:00,23,9,17,38,27,16,14,46,4,4,28,21
0022500208,1610612752,New York,Knicks,NYK,knicks,240:00,33,18,16,46,11,7,14,50,2,3,21,20
0022500208,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,11,7,14,50,33,18,16,46,3,2,20,21
0022500224,1610612746,LA,Clippers,LAC,clippers,240:00,14,8,4,48,16,20,13,54,7,3,30,14
0022500224,1610612743,Denver,Nuggets,DEN,nuggets,240:00,16,20,13,54,14,8,4,48,3,7,14,30
0022500220,1610612759,San Antonio,Spurs,SAS,spurs,240:00,16,27,19,52,14,16,7,22,3,3,24,18
0022500220,1610612744,Golden State,Warriors,GSW,warriors,240:00,14,16,7,22,16,27,19,52,3,3,18,24
0022500214,1610612765,Detroit,Pistons,DET,pistons,240:00,21,14,10,66,20,17,19,58,5,6,25,18
0022500214,1610612741,Chicago,Bulls,CHI,bulls,240:00,20,17,19,58,21,14,10,66,6,5,18,25
0022500216,1610612738,Boston,Celtics,BOS,celtics,240:00,16,34,14,44,13,12,5,38,8,4,20,18
0022500216,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,13,12,5,38,16,34,14,44,4,8,18,20
0022500221,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,16,13,19,52,31,10,21,52,10,3,23,20
0022500221,1610612756,Phoenix,Suns,PHX,suns,240:00,31,10,21,52,16,13,19,52,3,10,20,23
0022500223,1610612758,Sacramento,Kings,SAC,kings,240:00,17,14,8,44,20,5,33,56,1,6,19,20
0022500223,1610612737,Atlanta,Hawks,ATL,hawks,240:00,20,5,33,56,17,14,8,44,6,1,20,19
0022500213,1610612766,Charlotte,Hornets,CHA,hornets,240:00,9,19,12,50,24,5,12,48,5,6,15,22
0022500213,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,24,5,12,48,9,19,12,50,6,5,22,15
0022500217,1610612748,Miami,Heat,MIA,heat,240:00,16,12,16,56,29,26,9,58,6,10,29,21
0022500217,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,29,26,9,58,16,12,16,56,10,6,21,29
0022500218,1610612745,Houston,Rockets,HOU,rockets,240:00,16,20,10,56,16,20,15,54,6,5,18,22
0022500218,1610612764,Washington,Wizards,WAS,wizards,240:00,16,20,15,54,16,20,10,56,5,6,22,18
0022500219,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,14,24,6,56,18,12,17,64,2,5,20,22
0022500219,1610612757,Portland,Trail Blazers,POR,blazers,240:00,18,12,17,64,14,24,6,56,5,2,22,20
0022500222,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,26,5,10,48,13,12,16,30,4,0,19,19
0022500222,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,13,12,16,30,26,5,10,48,0,4,19,19
0022500215,1610612752,New York,Knicks,NYK,knicks,240:00,20,11,19,48,17,16,20,50,3,4,25,23
0022500215,1610612753,Orlando,Magic,ORL,magic,240:00,17,16,20,50,20,11,19,48,4,3,23,25
0022500225,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,20,19,6,54,20,15,28,60,6,7,20,20
0022500225,1610612761,Toronto,Raptors,TOR,raptors,240:00,20,15,28,60,20,19,6,54,7,6,20,20
0022500226,1610612756,Phoenix,Suns,PHX,suns,240:00,20,10,16,54,9,12,9,42,6,3,24,22
0022500226,1610612754,Indiana,Pacers,IND,pacers,240:00,9,12,9,42,20,10,16,54,3,6,22,24
0022500227,1610612762,Utah,Jazz,UTA,jazz,240:00,23,17,19,50,34,14,23,40,5,6,19,18
0022500227,1610612737,Atlanta,Hawks,ATL,hawks,240:00,34,14,23,40,23,17,19,50,6,5,18,19
0022500039,1610612752,New York,Knicks,NYK,knicks,240:00,19,20,7,50,10,23,14,48,2,5,23,23
0022500039,1610612748,Miami,Heat,MIA,heat,240:00,10,23,14,48,19,20,7,50,5,2,23,23
0022500043,1610612749,Milwaukee,Bucks,MIL,bucks,265:00,20,9,19,58,31,12,14,58,3,1,25,21
0022500043,1610612766,Charlotte,Hornets,CHA,hornets,265:00,31,12,14,58,20,9,19,58,1,3,21,25
0022500042,1610612745,Houston,Rockets,HOU,rockets,240:00,30,21,23,56,11,33,9,54,6,2,22,18
0022500042,1610612757,Portland,Trail Blazers,POR,blazers,240:00,11,33,9,54,30,21,23,56,2,6,18,22
0022500047,1610612759,San Antonio,Spurs,SAS,spurs,240:00,23,18,18,40,25,8,7,32,6,8,19,20
0022500047,1610612744,Golden State,Warriors,GSW,warriors,240:00,25,8,7,32,23,18,18,40,8,6,20,19
0022500044,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,24,21,8,54,25,16,21,52,3,4,20,26
0022500044,1610612758,Sacramento,Kings,SAC,kings,240:00,25,16,21,52,24,21,8,54,4,3,26,20
0022500041,1610612765,Detroit,Pistons,DET,pistons,240:00,20,13,12,46,15,19,20,44,7,4,17,20
0022500041,1610612755,Philadelphia,76ers,PHI,sixers,240:00,15,19,20,44,20,13,12,46,4,7,20,17
0022500046,1610612742,Dallas,Mavericks,DAL,mavericks,290:00,26,15,16,58,23,10,22,58,7,6,25,32
0022500046,1610612746,LA,Clippers,LAC,clippers,290:00,23,10,22,58,26,15,16,58,6,7,32,25
0022500040,1610612753,Orlando,Magic,ORL,magic,240:00,6,26,20,38,21,5,11,50,5,4,16,19
0022500040,1610612751,Brooklyn,Nets,BKN,nets,240:00,21,5,11,50,6,26,20,38,4,5,19,16
0022500045,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,21,8,19,52,23,10,22,60,3,5,23,17
0022500045,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,23,10,22,60,21,8,19,52,5,3,17,23
0022500232,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,12,8,20,58,19,12,19,42,7,6,27,19
0022500232,1610612743,Denver,Nuggets,DEN,nuggets,240:00,19,12,19,42,12,8,20,58,6,7,19,27
0022500231,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,21,7,11,30,26,18,12,38,4,4,23,20
0022500231,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,26,18,12,38,21,7,11,30,4,4,20,23
0022500230,1610612754,Indiana,Pacers,IND,pacers,240:00,17,13,18,38,20,19,33,78,3,3,25,20
0022500230,1610612761,Toronto,Raptors,TOR,raptors,240:00,20,19,33,78,17,13,18,38,3,3,20,25
0022500229,1610612766,Charlotte,Hornets,CHA,hornets,240:00,17,23,1,42,14,20,15,58,5,6,10,15
0022500229,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,14,20,15,58,17,23,1,42,6,5,15,10
0022500228,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,17,16,8,40,19,16,11,36,9,5,28,25
0022500228,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,19,16,11,36,17,16,8,40,5,9,25,28
0022500236,1610612745,Houston,Rockets,HOU,rockets,265:00,7,8,11,58,14,14,18,46,4,9,23,22
0022500236,1610612753,Orlando,Magic,ORL,magic,265:00,14,14,18,46,7,8,11,58,9,4,22,23
0022500239,1610612756,Phoenix,Suns,PHX,suns,240:00,25,15,5,62,29,15,19,58,3,3,24,19
0022500239,1610612737,Atlanta,Hawks,ATL,hawks,240:00,29,15,19,58,25,15,5,62,3,3,19,24
0022500234,1610612759,San Antonio,Spurs,SAS,spurs,240:00,15,11,15,58,16,6,9,44,4,3,17,17
0022500234,1610612758,Sacramento,Kings,SAC,kings,240:00,16,6,9,44,15,11,15,58,3,4,17,17
0022500235,1610612764,Washington,Wizards,WAS,wizards,240:00,20,7,12,40,10,12,7,44,3,8,25,18
0022500235,1610612751,Brooklyn,Nets,BKN,nets,240:00,10,12,7,44,20,7,12,40,8,3,18,25
0022500238,1610612742,Dallas,Mavericks,DAL,mavericks,265:00,8,10,17,62,17,32,7,56,9,5,22,32
0022500238,1610612757,Portland,Trail Blazers,POR,blazers,265:00,17,32,7,56,8,10,17,62,5,9,32,22
0022500237,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,20,21,14,56,27,19,21,36,4,4,16,23
0022500237,1610612744,Golden State,Warriors,GSW,warriors,240:00,27,19,21,36,20,21,14,56,4,4,23,16
0022500240,1610612762,Utah,Jazz,UTA,jazz,290:00,20,17,16,52,13,20,18,54,6,10,28,29
0022500240,1610612741,Chicago,Bulls,CHI,bulls,290:00,13,20,18,54,20,17,16,52,10,6,29,28
0022500233,1610612738,Boston,Celtics,BOS,celtics,240:00,27,20,22,54,10,22,9,46,6,7,21,20
0022500233,1610612746,LA,Clippers,LAC,clippers,240:00,10,22,9,46,27,20,22,54,7,6,20,21
0022500248,1610612743,Denver,Nuggets,DEN,nuggets,240:00,6,18,14,48,15,20,23,50,5,4,14,18
0022500248,1610612741,Chicago,Bulls,CHI,bulls,240:00,15,20,23,50,6,18,14,48,4,5,18,14
0022500242,1610612765,Detroit,Pistons,DET,pistons,240:00,30,16,14,66,14,19,7,48,8,5,28,26
0022500242,1610612754,Indiana,Pacers,IND,pacers,240:00,14,19,7,48,30,16,14,66,5,8,26,28
0022500241,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,19,4,15,54,19,11,12,34,5,1,17,17
0022500241,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,19,11,12,34,19,4,15,54,1,5,17,17
0022500246,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,26,13,21,56,16,5,10,42,5,4,24,22
0022500246,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,16,5,10,42,26,13,21,56,4,5,22,24
0022500243,1610612755,Philadelphia,76ers,PHI,sixers,239:60,8,19,15,50,12,14,14,42,4,3,20,26
0022500243,1610612746,LA,Clippers,LAC,clippers,239:60,12,14,14,42,8,19,15,50,3,4,26,20
0022500247,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,30,15,9,48,31,15,9,52,4,5,26,20
0022500247,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,31,15,9,52,30,15,9,48,5,4,20,26
0022500245,1610612761,Toronto,Raptors,TOR,raptors,240:00,7,15,21,58,17,15,14,50,7,9,21,14
0022500245,1610612766,Charlotte,Hornets,CHA,hornets,240:00,17,15,14,50,7,15,21,58,9,7,14,21
0022500244,1610612748,Miami,Heat,MIA,heat,240:00,24,21,19,56,17,15,22,64,5,7,21,18
0022500244,1610612752,New York,Knicks,NYK,knicks,240:00,17,15,22,64,24,21,19,56,7,5,18,21
0022500254,1610612757,Portland,Trail Blazers,POR,blazers,240:00,27,16,9,58,21,11,29,58,6,4,12,27
0022500254,1610612756,Phoenix,Suns,PHX,suns,240:00,21,11,29,58,27,16,9,58,4,6,27,12
0022500249,1610612753,Orlando,Magic,ORL,magic,240:00,21,14,28,64,16,8,16,46,3,3,20,18
0022500249,1610612744,Golden State,Warriors,GSW,warriors,240:00,16,8,16,46,21,14,28,64,3,3,18,20
0022500252,1610612759,San Antonio,Spurs,SAS,spurs,240:00,24,2,6,48,6,22,4,50,3,4,16,15
0022500252,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,6,22,4,50,24,2,6,48,4,3,15,16
0022500251,1610612737,Atlanta,Hawks,ATL,hawks,240:00,15,14,6,50,30,13,17,66,5,4,24,16
0022500251,1610612765,Detroit,Pistons,DET,pistons,240:00,30,13,17,66,15,14,6,50,4,5,16,24
0022500250,1610612751,Brooklyn,Nets,BKN,nets,240:00,21,9,24,36,15,13,8,30,2,5,22,24
0022500250,1610612738,Boston,Celtics,BOS,celtics,240:00,15,13,8,30,21,9,24,36,5,2,24,22
0022500253,1610612747,Los Angeles,Lakers,LAL,lakers,240:00,22,24,15,74,20,15,11,56,1,2,21,30
0022500253,1610612762,Utah,Jazz,UTA,jazz,240:00,20,15,11,56,22,24,15,74,2,1,30,21
0022500256,1610612754,Indiana,Pacers,IND,pacers,240:00,16,10,21,40,21,22,13,54,8,2,22,18
0022500256,1610612766,Charlotte,Hornets,CHA,hornets,240:00,21,22,13,54,16,10,21,40,2,8,18,22
0022500257,1610612748,Miami,Heat,MIA,heat,240:00,34,15,16,48,14,20,8,40,3,5,17,20
0022500257,1610612744,Golden State,Warriors,GSW,warriors,240:00,14,20,8,40,34,15,16,48,5,3,20,17
0022500255,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,16,6,18,44,20,21,11,52,5,4,18,22
0022500255,1610612745,Houston,Rockets,HOU,rockets,240:00,20,21,11,52,16,6,18,44,4,5,23,18
0022500260,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,24,18,20,60,20,11,19,62,5,1,24,26
0022500260,1610612743,Denver,Nuggets,DEN,nuggets,240:00,20,11,19,62,24,18,20,60,1,5,26,24
0022500263,1610612757,Portland,Trail Blazers,POR,blazers,240:00,21,38,14,62,23,10,21,44,5,9,16,26
0022500263,1610612741,Chicago,Bulls,CHI,bulls,240:00,23,10,21,44,21,38,14,62,9,5,26,16
0022500258,1610612755,Philadelphia,76ers,PHI,sixers,240:00,18,14,14,54,31,7,15,56,6,2,20,19
0022500258,1610612761,Toronto,Raptors,TOR,raptors,240:00,31,7,15,56,18,14,14,54,2,6,19,20
0022500262,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,13,11,15,30,17,21,16,44,5,10,26,22
0022500262,1610612752,New York,Knicks,NYK,knicks,240:00,17,21,16,44,13,11,15,30,10,5,22,26
0022500261,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,18,20,10,52,14,14,18,48,10,0,21,22
0022500261,1610612758,Sacramento,Kings,SAC,kings,240:00,14,14,18,48,18,20,10,52,0,10,22,21
0022500259,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,28,19,13,56,9,15,17,50,4,6,15,26
0022500259,1610612764,Washington,Wizards,WAS,wizards,240:00,9,15,17,50,28,19,13,56,6,4,26,15
0022500264,1610612753,Orlando,Magic,ORL,magic,240:00,33,18,41,50,13,14,15,40,4,6,17,20
0022500264,1610612746,LA,Clippers,LAC,clippers,240:00,13,14,15,40,33,18,41,50,6,4,20,17
0022500265,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,30,22,18,56,6,5,8,40,3,5,11,22
0022500265,1610612758,Sacramento,Kings,SAC,kings,240:00,6,5,8,40,30,22,18,56,5,3,22,11
0022500266,1610612749,Milwaukee,Bucks,MIL,bucks,265:00,16,2,10,48,25,11,19,42,2,6,19,15
0022500266,1610612755,Philadelphia,76ers,PHI,sixers,265:00,25,11,19,42,16,2,10,48,6,2,15,19
0022500267,1610612759,San Antonio,Spurs,SAS,spurs,240:00,25,10,19,60,10,6,6,46,4,6,15,24
0022500267,1610612737,Atlanta,Hawks,ATL,hawks,240:00,10,6,6,46,25,10,19,60,6,4,24,15
0022500053,1610612756,Phoenix,Suns,PHX,suns,240:00,24,25,18,48,29,19,6,52,2,4,29,23
0022500053,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240:00,29,19,6,52,24,25,18,48,4,2,23,29
0022500049,1610612738,Boston,Celtics,BOS,celtics,240:00,19,15,8,52,20,13,13,44,1,6,25,17
0022500049,1610612751,Brooklyn,Nets,BKN,nets,240:00,20,13,13,44,19,15,8,52,6,1,17,25
0022500054,1610612745,Houston,Rockets,HOU,rockets,240:00,20,21,17,50,14,9,17,40,2,7,22,20
0022500054,1610612743,Denver,Nuggets,DEN,nuggets,240:00,14,9,17,40,20,21,17,50,7,2,20,22
0022500052,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,15,15,19,40,22,15,18,64,9,4,19,20
0022500052,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,22,15,18,64,15,15,19,40,4,9,20,19
0022500050,1610612761,Toronto,Raptors,TOR,raptors,239:55,23,16,17,60,21,19,17,44,4,4,20,22
0022500050,1610612764,Washington,Wizards,WAS,wizards,239:55,21,19,17,44,23,16,17,60,4,4,22,20
0022500048,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240:00,12,14,13,50,16,10,11,46,8,6,22,22
0022500048,1610612754,Indiana,Pacers,IND,pacers,240:00,16,10,11,46,12,14,13,50,6,8,22,22
0022500051,1610612741,Chicago,Bulls,CHI,bulls,240:00,6,12,6,50,22,26,14,56,13,7,27,22
0022500051,1610612748,Miami,Heat,MIA,heat,240:00,22,26,14,56,6,12,6,50,7,13,22,27
0022500055,1610612762,Utah,Jazz,UTA,jazz,240:00,14,8,11,34,44,6,15,50,3,4,25,16
0022500055,1610612760,Oklahoma City,Thunder,OKC,thunder,240:00,44,6,15,50,14,8,11,34,4,3,16,25
0022500056,1610612744,Golden State,Warriors,GSW,warriors,240:00,21,10,11,42,17,28,9,46,4,5,25,25
0022500056,1610612757,Portland,Trail Blazers,POR,blazers,240:00,17,28,9,46,21,10,11,42,5,4,25,25
0022500273,1610612742,Dallas,Mavericks,DAL,mavericks,240:00,3,12,10,46,5,29,7,52,9,5,21,18
0022500273,1610612763,Memphis,Grizzlies,MEM,grizzlies,240:00,5,29,7,52,3,12,10,46,5,9,18,21
0022500274,1610612743,Denver,Nuggets,DEN,nuggets,240:00,10,25,8,54,20,15,23,62,3,3,21,20
0022500274,1610612758,Sacramento,Kings,SAC,kings,240:00,20,15,23,62,10,25,8,54,3,3,20,21
0022500268,1610612766,Charlotte,Hornets,CHA,hornets,240:00,11,9,13,44,15,23,10,52,2,2,20,19
0022500268,1610612746,LA,Clippers,LAC,clippers,240:00,15,23,10,52,11,9,13,44,2,2,19,20
0022500270,1610612740,New Orleans,Pelicans,NOP,pelicans,240:00,9,11,8,52,22,11,15,42,6,7,17,20
0022500270,1610612737,Atlanta,Hawks,ATL,hawks,240:00,22,11,15,42,9,11,8,52,7,6,20,17
0022500272,1610612749,Milwaukee,Bucks,MIL,bucks,240:00,14,6,12,42,30,2,15,56,7,6,19,17
0022500272,1610612765,Detroit,Pistons,DET,pistons,240:00,30,2,15,56,14,6,12,42,6,7,17,19
0022500271,1610612741,Chicago,Bulls,CHI,bulls,240:00,23,12,12,60,15,16,16,54,5,4,15,23
0022500271,1610612764,Washington,Wizards,WAS,wizards,240:00,15,16,16,54,23,12,12,60,4,5,23,15
0022500269,1610612753,Orlando,Magic,ORL,magic,240:00,18,18,13,64,14,16,12,46,2,4,26,28
0022500269,1610612752,New York,Knicks,NYK,knicks,240:00,14,16,12,46,18,18,13,64,4,2,28,26
0022500277,1610612738,Boston,Celtics,BOS,celtics,240:00,14,10,23,64,5,21,16,52,8,4,21,17
0022500277,1610612753,Orlando,Magic,ORL,magic,240:00,5,21,16,52,14,10,23,64,4,8,17,21
0022500281,1610612756,Phoenix,Suns,PHX,suns,240:00,14,19,11,44,6,16,7,38,6,4,23,17
